longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room
-122.03,37.31,25.0,2131.0,410.0,1132.0,395.0,5.3508,-0.05726419521351478,0.011731581417175035,-0.30574448906006724
-124.1,40.47,52.0,1196.0,236.0,965.0,265.0,3.5345,-0.10376254180602006,0.043478260869565216,-0.3261079774375504
-121.32,38.71,14.0,4594.0,774.0,2474.0,782.0,4.5245,-0.026408358728776664,0.0030474531998258597,-0.3190735245631388
-121.52,38.5,19.0,4900.0,805.0,2519.0,855.0,4.8497,-0.0248,0.0038775510204081634,-0.31682027649769584
-118.41,34.21,35.0,2830.0,518.0,1577.0,524.0,5.35,-0.04184098939929329,0.012367491166077738,-0.288911409509332
-117.65,33.46,19.0,7034.0,1139.0,2824.0,1068.0,6.0873,-0.016725902758032415,0.002701165766278078,-0.2844028899277518
-121.49,38.59,20.0,463.0,180.0,486.0,190.0,1.0313,-0.2623974082073434,0.04319654427645788,-0.3176393118775208
-116.84,32.86,16.0,2502.0,532.0,1211.0,494.0,3.2516,-0.046698641087130295,0.006394884092725819,-0.281239301609038
-118.08,34.58,5.0,1113.0,186.0,631.0,168.0,4.1719,-0.10609164420485175,0.004492362982929021,-0.2928523035230352
-118.13,33.95,37.0,1709.0,333.0,778.0,344.0,3.9036,-0.06912229373902867,0.021650087770626096,-0.2873952425294168
-118.42,34.23,34.0,1531.0,278.0,1064.0,274.0,5.6687,-0.0773481384715872,0.022207707380796866,-0.2890559027191352
-117.99,33.78,19.0,7399.0,1698.0,3554.0,1593.0,3.1049,-0.015946749560751452,0.0025679145830517637,-0.28629544876684465
-118.44,34.15,37.0,1335.0,286.0,539.0,279.0,3.2813,-0.0887191011235955,0.027715355805243445,-0.2883316447146234
-122.3,37.56,35.0,1873.0,351.0,945.0,333.0,5.5184,-0.06529631607047517,0.01868659903897491,-0.30711365494685205
-117.36,33.2,26.0,2447.0,482.0,1405.0,486.0,3.2917,-0.047960768287699226,0.010625255414793625,-0.2828902522154056
-117.85,33.8,34.0,1593.0,283.0,872.0,255.0,3.825,-0.07397991211550534,0.021343377275580666,-0.28680526092490455
-121.32,39.29,11.0,2640.0,505.0,1257.0,445.0,3.5673,-0.04595454545454545,0.004166666666666667,-0.32385426969996706
-121.98,37.37,36.0,1651.0,344.0,1062.0,331.0,4.575,-0.07388249545729861,0.021804966686856452,-0.30636169863912116
-118.11,34.0,33.0,2886.0,726.0,2650.0,728.0,2.625,-0.04092515592515592,0.011434511434511435,-0.28786724240115147
-121.96,37.25,19.0,1858.0,359.0,790.0,347.0,4.5156,-0.06564047362755651,0.01022604951560818,-0.3054280091833388
-122.13,37.69,17.0,2380.0,769.0,1216.0,643.0,3.395,-0.051315126050420164,0.007142857142857143,-0.30860558421354295
-120.7,38.69,13.0,4492.0,821.0,2093.0,734.0,4.0709,-0.026869991095280498,0.002894033837934105,-0.3205468102734051
-121.95,37.26,34.0,1482.0,255.0,584.0,246.0,5.5121,-0.08228744939271256,0.022941970310391364,-0.3055350553505535
-119.79,36.75,33.0,3161.0,934.0,3530.0,846.0,1.123,-0.03789623536855426,0.010439734261309713,-0.3067868770348109
-123.64,39.45,21.0,3359.0,677.0,1908.0,642.0,3.0433,-0.0368085739803513,0.006251860672819291,-0.3190714978971207
-121.92,37.34,35.0,357.0,120.0,377.0,99.0,3.0139,-0.3415126050420168,0.09803921568627451,-0.3062664041994751
-119.42,35.4,24.0,2585.0,480.0,1442.0,424.0,2.8452,-0.046197292069632495,0.009284332688588007,-0.29643275833193766
-120.62,37.37,8.0,2608.0,428.0,1530.0,435.0,3.968,-0.04625,0.003067484662576687,-0.3098159509202454
-122.48,37.79,52.0,4683.0,1055.0,2246.0,975.0,4.1148,-0.026154174674354047,0.011103993166773437,-0.3085401698236447
-122.27,37.78,52.0,1222.0,264.0,630.0,265.0,3.7708,-0.10005728314238953,0.0425531914893617,-0.3089883045718492
-122.04,37.9,20.0,5467.0,1044.0,2310.0,963.0,5.6986,-0.022323029083592464,0.003658313517468447,-0.310553916748607
-121.42,38.65,21.0,2274.0,495.0,1157.0,445.0,2.0980000000000003,-0.05339489885664028,0.009234828496042216,-0.31831658705320376
-119.03,35.41,37.0,1761.0,443.0,911.0,365.0,2.0331,-0.0675922771152754,0.021010789324247586,-0.2974880282281777
-117.35,34.17,28.0,1905.0,372.0,1480.0,341.0,2.9844,-0.061601049868766404,0.014698162729658792,-0.29118023008095445
-118.28,34.07,14.0,1924.0,926.0,2226.0,792.0,2.2552,-0.061476091476091475,0.007276507276507277,-0.2880453161988502
-119.47,36.69,19.0,3351.0,589.0,1578.0,542.0,3.2917,-0.03565204416592062,0.005669949268874963,-0.3071063865405541
-123.84,40.28,28.0,2809.0,605.0,1093.0,438.0,2.0962,-0.04408686365254539,0.009967960128159488,-0.3252583979328165
-119.25,36.23,24.0,2015.0,355.0,1031.0,351.0,3.4306,-0.059181141439205956,0.011910669975186104,-0.30381551362683434
-118.32,34.18,44.0,1594.0,389.0,832.0,340.0,3.4,-0.07422835633626097,0.027603513174404015,-0.2888776200135227
-118.19,33.99,42.0,1429.0,436.0,1537.0,389.0,3.0114,-0.08270818754373688,0.02939118264520644,-0.2875877823842965
-117.94,33.86,35.0,2127.0,417.0,1247.0,378.0,4.75,-0.05544898918664786,0.016455101081335213,-0.28709513311853485
-118.32,34.02,47.0,1648.0,346.0,1120.0,338.0,2.0042,-0.07179611650485436,0.028519417475728157,-0.2875253549695741
-119.63,36.64,33.0,1036.0,181.0,620.0,174.0,3.4107,-0.11547297297297297,0.03185328185328185,-0.30627768954275686
-117.67,33.46,24.0,3571.0,722.0,1409.0,543.0,4.6518,-0.032951554186502384,0.006720806496779613,-0.2843545508625818
-120.88,37.37,24.0,1294.0,222.0,684.0,221.0,2.6908,-0.09341576506955178,0.01854714064914992,-0.30914956982131037
-118.11,34.01,43.0,1539.0,386.0,1122.0,377.0,2.4605,-0.07674463937621832,0.02794022092267706,-0.2879519092371518
-122.32,38.32,22.0,2483.0,528.0,1478.0,492.0,4.0878,-0.04926298832057994,0.008860249697946033,-0.31327665140614785
-118.11,34.02,17.0,9559.0,1911.0,5279.0,1844.0,5.1515,-0.012355894968092897,0.0017784287059315828,-0.2880365760731522
-119.53,36.65,43.0,1676.0,320.0,1056.0,276.0,2.5562,-0.07131861575178998,0.0256563245823389,-0.3066175855433782
-118.4,34.17,24.0,4443.0,1283.0,2421.0,1180.0,2.2652,-0.0266486608147648,0.0054017555705604325,-0.28859797297297296
-119.04,35.32,20.0,37.0,11.0,34.0,8.0,1.2,-3.2172972972972973,0.5405405405405406,-0.2967069892473118
-121.82,38.01,25.0,3018.0,606.0,1614.0,568.0,3.4722,-0.04036447978793903,0.00828363154406892,-0.3120177310786406
-117.22,32.83,17.0,1124.0,187.0,553.0,205.0,5.7451,-0.104288256227758,0.015124555160142349,-0.2800716601262583
-117.34,33.94,20.0,4589.0,594.0,1660.0,595.0,7.4141,-0.025569840923948574,0.004358247984310307,-0.28924492926538264
-119.25,35.79,8.0,3271.0,797.0,2700.0,688.0,1.7418,-0.036456741057780497,0.0024457352491592784,-0.300125786163522
-118.3,33.75,23.0,1957.0,517.0,1454.0,526.0,3.5056,-0.060449667858967805,0.011752682677567705,-0.2852916314454776
-118.2,33.86,27.0,2732.0,867.0,1690.0,794.0,2.6465,-0.04326500732064422,0.009882869692532943,-0.28646362098138745
-118.31,34.09,28.0,720.0,267.0,891.0,265.0,1.8977,-0.16431944444444443,0.03888888888888889,-0.2881413236412814
-117.93,33.85,33.0,2489.0,546.0,1857.0,444.0,2.9474,-0.04738047408597831,0.013258336681398152,-0.28703468159077417
-121.81,37.37,26.0,2987.0,539.0,1931.0,518.0,5.1099,-0.040780046869769,0.008704385671242048,-0.30678926196535583
-118.22,33.9,38.0,796.0,159.0,679.0,167.0,3.6607,-0.1485175879396985,0.04773869346733668,-0.2867535104043309
-118.42,34.09,40.0,3552.0,392.0,1024.0,370.0,15.0001,-0.03333896396396396,0.01126126126126126,-0.2878736699881777
-122.16,37.46,32.0,2663.0,661.0,1403.0,733.0,4.2667,-0.045873075478783325,0.012016522718738265,-0.3066470203012443
-121.93,37.33,44.0,1449.0,291.0,676.0,282.0,3.575,-0.08414768806073154,0.03036576949620428,-0.30615927171327806
-119.08,34.17,32.0,166.0,22.0,63.0,29.0,7.3004,-0.7173493975903614,0.1927710843373494,-0.28694994961370507
-119.83,36.73,21.0,1702.0,358.0,1347.0,316.0,2.4137,-0.07040540540540541,0.012338425381903642,-0.3065175665526162
-118.52,34.02,24.0,7418.0,1755.0,2713.0,1577.0,5.0867,-0.015977352386087895,0.0032353734160150984,-0.28704016199797505
-122.07,37.37,22.0,3770.0,727.0,1657.0,762.0,4.8021,-0.032379310344827585,0.005835543766578249,-0.3061358237077087
-116.95,32.83,14.0,12517.0,2506.0,6389.0,2333.0,3.3081,-0.009343293121354958,0.0011184788687385156,-0.280718255664814
-118.32,33.82,25.0,2587.0,512.0,1219.0,509.0,4.4271,-0.04573637417858523,0.009663703131039814,-0.2858350236646383
-122.42,37.79,6.0,670.0,301.0,655.0,284.0,3.4423,-0.18271641791044776,0.008955223880597015,-0.3086913902957033
-118.42,33.99,23.0,5548.0,1245.0,2847.0,1229.0,4.4228,-0.021344628695025236,0.00414563806777217,-0.2870292180374937
-121.04,37.7,52.0,349.0,59.0,121.0,40.0,3.3036,-0.3468194842406877,0.1489971346704871,-0.31146728354263054
-122.26,37.87,52.0,1087.0,371.0,3337.0,350.0,1.4012,-0.11247470101195953,0.04783808647654094,-0.30974971372484866
-120.06,39.25,21.0,2459.0,525.0,584.0,233.0,3.01,-0.04882472549816999,0.00854005693371289,-0.32691987339663503
-119.94,38.92,24.0,1258.0,216.0,235.0,96.0,4.6,-0.09534181240063593,0.019077901430842606,-0.3244955811238953
-118.08,33.89,33.0,2131.0,435.0,2045.0,426.0,4.0,-0.05541060534960113,0.015485687470671047,-0.2870088075880759
-119.31,36.2,23.0,1837.0,332.0,1064.0,335.0,3.1453,-0.06494828524768645,0.012520413718018509,-0.3034112815354958
-121.78,36.92,19.0,1515.0,253.0,975.0,266.0,4.3906,-0.08038283828382839,0.012541254125412541,-0.30316965018886516
-118.28,34.05,44.0,968.0,384.0,1805.0,375.0,1.4801,-0.1221900826446281,0.045454545454545456,-0.287876225904633
-116.88,34.25,11.0,1089.0,198.0,230.0,90.0,4.9643,-0.10732782369146004,0.010101010101010102,-0.2930355920602327
-119.57,36.7,34.0,1759.0,354.0,899.0,337.0,2.6823,-0.06797612279704376,0.019329164297896533,-0.3069331772183658
-121.35,38.55,22.0,2607.0,411.0,1216.0,407.0,5.0427,-0.04654775604142693,0.008438818565400843,-0.31767614338689737
-118.3,34.07,18.0,3759.0,435.0,3296.0,1462.0,2.2708,-0.031471135940409685,0.004788507581803671,-0.28799661876584953
-118.2,34.02,42.0,498.0,120.0,548.0,119.0,3.7543,-0.23734939759036144,0.08433734939759036,-0.28781725888324877
-118.77,34.24,6.0,16222.0,2309.0,6700.0,2080.0,6.4963,-0.0073215386512144,0.0003698680803846628,-0.28828828828828834
-117.86,34.01,16.0,4632.0,435.0,3038.0,727.0,5.1762,-0.025444732297063902,0.0034542314335060447,-0.2885627015102664
-118.07,34.0,37.0,2976.0,636.0,2117.0,598.0,4.1058,-0.039674059139784945,0.01243279569892473,-0.2879647666638435
-122.03,37.37,16.0,3402.0,1193.0,1479.0,1043.0,3.5861,-0.03587007642563198,0.004703115814226925,-0.3062361714332541
-121.82,37.98,13.0,3995.0,605.0,1969.0,607.0,5.0164,-0.030493116395494367,0.003254067584480601,-0.31177146609752093
-121.23,37.78,20.0,273.0,49.0,149.0,49.0,4.8229,-0.4440659340659341,0.07326007326007326,-0.31163903324259673
-122.28,37.91,38.0,2501.0,348.0,805.0,329.0,6.5576,-0.04889244302279088,0.015193922431027589,-0.3100261694471704
-121.86,37.41,16.0,1489.0,262.0,945.0,263.0,7.3861,-0.08184016118200134,0.010745466756212223,-0.30699162973904476
-117.1,33.36,19.0,3518.0,658.0,2091.0,610.0,3.2614,-0.03328595793064241,0.005400795906765207,-0.28488471391972675
-122.02,37.29,18.0,2550.0,312.0,999.0,320.0,8.7939,-0.047850980392156864,0.007058823529411765,-0.30560563841993116
-118.1,34.71,16.0,3914.0,819.0,1524.0,795.0,2.415,-0.030173735309146653,0.004087889626980072,-0.2939034716342083
-121.86,37.35,35.0,2391.0,605.0,1886.0,595.0,2.5551,-0.05096612296110414,0.014638226683396068,-0.3064992614475628
-117.03,32.95,19.0,4500.0,815.0,2456.0,782.0,4.5032,-0.026006666666666668,0.004222222222222222,-0.28155173887037516
-121.24,38.22,28.0,2593.0,487.0,1365.0,457.0,3.3929,-0.046756652526031624,0.010798303123794832,-0.31524249422632794
-122.45,37.7,46.0,2193.0,499.0,1814.0,489.0,4.0125,-0.055836753305973555,0.020975832193342453,-0.3078807676602695
-118.07,33.99,35.0,1625.0,302.0,1134.0,288.0,4.5595,-0.07265846153846153,0.021538461538461538,-0.2878800711442365
-121.28,38.64,19.0,3574.0,669.0,1373.0,643.0,3.6298,-0.033933967543368776,0.005316172355903749,-0.3186015831134565
-118.16,33.92,36.0,2062.0,351.0,1134.0,358.0,4.4881,-0.05730358874878758,0.01745877788554801,-0.28706838185511174
-121.19,39.55,17.0,1483.0,284.0,481.0,211.0,1.4896,-0.08171948752528659,0.011463250168577209,-0.3263470583381467
-119.71,34.43,47.0,1572.0,417.0,790.0,384.0,2.6429,-0.07615139949109415,0.02989821882951654,-0.2876117283434968
-122.42,37.62,40.0,1545.0,264.0,756.0,282.0,4.4643,-0.07923624595469256,0.025889967637540454,-0.3073027283123672
-117.34,34.16,31.0,1606.0,354.0,1049.0,335.0,2.1935,-0.07306351183063511,0.019302615193026153,-0.29111982273734444
-118.01,34.14,20.0,3350.0,831.0,1816.0,744.0,2.8352,-0.035226865671641794,0.005970149253731343,-0.28929751715956276
-122.28,37.87,52.0,1233.0,300.0,571.0,292.0,2.2788,-0.09917274939172749,0.042173560421735604,-0.30969905135754006
-120.78,38.74,28.0,4236.0,877.0,2008.0,881.0,2.1603,-0.028512747875354107,0.0066100094428706326,-0.3207484682894519
-119.76,36.74,52.0,2137.0,448.0,1194.0,444.0,1.3029,-0.05604117922321011,0.024333177351427236,-0.30678022712090847
-122.6,38.11,19.0,1752.0,328.0,873.0,336.0,3.8068,-0.06997716894977168,0.010844748858447488,-0.3108482871125612
-117.35,33.95,28.0,1650.0,210.0,557.0,211.0,7.6632,-0.07112121212121211,0.01696969696969697,-0.2893054963783554
-120.77,40.65,11.0,2635.0,667.0,280.0,132.0,1.7214,-0.04583301707779886,0.004174573055028463,-0.33659021280119233
-118.43,34.18,22.0,2052.0,568.0,1254.0,572.0,2.6364,-0.05771442495126706,0.010721247563352826,-0.28860930507472765
-120.16,39.14,21.0,2484.0,460.0,309.0,144.0,3.9722,-0.048373590982286635,0.008454106280193236,-0.32573235685752333
-117.41,34.01,34.0,1231.0,216.0,841.0,199.0,2.6442,-0.09537774167343623,0.02761982128350934,-0.28966868239502597
-118.3,34.04,35.0,1090.0,345.0,1605.0,330.0,2.1518,-0.10853211009174311,0.03211009174311927,-0.28774302620456466
-122.18,37.9,36.0,4760.0,610.0,1511.0,572.0,9.0064,-0.02566806722689076,0.007563025210084034,-0.31019806842363723
-118.3,34.17,30.0,48.0,14.0,74.0,16.0,5.0056,-2.464583333333333,0.625,-0.2888419273034658
-117.51,34.14,21.0,2455.0,381.0,1094.0,327.0,4.6437,-0.04786558044806517,0.008553971486761711,-0.2905284656624968
-122.51,37.96,39.0,3302.0,684.0,1574.0,653.0,3.6863,-0.037101756511205335,0.011811023622047244,-0.3098522569586156
-117.85,33.77,23.0,5928.0,1204.0,3570.0,1150.0,4.0398,-0.0198802294197031,0.003879892037786775,-0.28655070004242683
-118.37,33.93,46.0,1130.0,201.0,503.0,196.0,4.4861,-0.10475221238938054,0.04070796460176991,-0.28664357523021033
-119.06,34.36,48.0,1459.0,324.0,902.0,350.0,2.4185,-0.08160383824537354,0.03289924605894448,-0.28859398622543253
-118.33,34.08,52.0,1777.0,454.0,671.0,439.0,3.5083,-0.06658975801913337,0.029262802476083285,-0.28800811290458883
-121.99,36.98,19.0,5613.0,1321.0,3018.0,1268.0,3.1914,-0.021733475859611617,0.0033849991092107607,-0.30313960160668907
-118.4,34.19,30.0,521.0,126.0,306.0,129.0,4.1125,-0.2272552783109405,0.05758157389635317,-0.28876689189189186
-119.32,36.31,21.0,2309.0,424.0,1047.0,453.0,2.9886,-0.05167605023819835,0.009094846253789519,-0.30430774388199805
-117.08,32.67,31.0,3008.0,764.0,2088.0,757.0,2.5662,-0.03892287234042553,0.010305851063829786,-0.279039972668261
-122.11,37.66,35.0,2843.0,652.0,1726.0,643.0,3.09,-0.04295110798452339,0.012310939148786493,-0.30841044959462777
-121.78,38.67,38.0,2948.0,478.0,1123.0,460.0,4.0556,-0.041309362279511534,0.012890094979647219,-0.3175398259155855
-118.65,34.2,23.0,7480.0,1084.0,3037.0,1058.0,6.9223,-0.01586229946524064,0.0030748663101604276,-0.28824273072060685
-118.36,34.06,52.0,2130.0,455.0,921.0,395.0,2.9605,-0.05556807511737089,0.024413145539906103,-0.2877661372085164
-122.31,37.52,35.0,1817.0,262.0,659.0,262.0,6.8336,-0.06731425426527243,0.01926252063841497,-0.3067615076445099
-121.32,38.7,16.0,3592.0,642.0,1740.0,629.0,3.0703,-0.033775055679287305,0.004454342984409799,-0.3189910979228487
-117.29,33.97,4.0,18767.0,3032.0,8805.0,2723.0,4.6667,-0.0062498001811690735,0.00021314008632173495,-0.28962400886691103
-120.71,35.27,9.0,2568.0,421.0,1149.0,398.0,5.4287,-0.04700545171339564,0.0035046728971962616,-0.2921878883273963
-118.23,34.21,50.0,309.0,47.0,121.0,45.0,6.212999999999999,-0.382621359223301,0.16181229773462782,-0.2893512644844794
-122.31,37.54,42.0,1159.0,261.0,465.0,247.0,3.1842,-0.10553062985332183,0.0362381363244176,-0.3069250265718257
-122.11,37.38,36.0,3598.0,500.0,1296.0,533.0,7.8177,-0.033938299055030575,0.010005558643690939,-0.30611743509950046
-118.24,34.13,37.0,1644.0,395.0,959.0,383.0,3.3636,-0.0719221411192214,0.022506082725060828,-0.28865020297699595
-121.76,37.68,35.0,1864.0,357.0,1189.0,349.0,4.2361,-0.06532188841201717,0.018776824034334765,-0.30946123521681995
-117.75,34.04,22.0,2948.0,636.0,2600.0,602.0,3.125,-0.039942333785617366,0.007462686567164179,-0.28908704883227176
-122.04,36.98,33.0,797.0,125.0,385.0,133.0,6.7974,-0.1531242158092848,0.04140526976160602,-0.30301540478531624
-122.09,39.13,28.0,4169.0,895.0,2587.0,810.0,2.331,-0.029285200287838813,0.006716238906212521,-0.32050126955524616
-119.85,36.74,35.0,1191.0,190.0,537.0,182.0,3.5375,-0.10062972292191436,0.02938706968933669,-0.30654985398414686
-117.9,33.93,12.0,4325.0,1191.0,1897.0,1080.0,3.3173,-0.02726011560693642,0.0027745664739884392,-0.2877862595419847
-117.84,33.75,16.0,4367.0,1161.0,2164.0,1005.0,4.0214,-0.026984199679413786,0.0036638424547744447,-0.28640529531568226
-121.58,39.16,33.0,1897.0,378.0,888.0,385.0,2.1111,-0.06409066947812335,0.01739588824459673,-0.32209244941602233
-121.74,38.56,18.0,3960.0,1151.0,2248.0,1144.0,1.7257,-0.03074242424242424,0.004545454545454545,-0.3167405947100378
-122.42,37.76,52.0,4407.0,1192.0,2280.0,1076.0,3.3937,-0.027778534150215566,0.011799410029498525,-0.308446332298644
-118.72,34.28,18.0,2229.0,371.0,1283.0,379.0,5.5955,-0.05326155226558995,0.008075370121130552,-0.2887466307277628
-121.3,38.89,45.0,1529.0,317.0,793.0,281.0,2.9866,-0.07933289731850883,0.029431000654022238,-0.3206100577081616
-122.16,37.75,35.0,667.0,140.0,406.0,133.0,3.8047,-0.18314842578710644,0.05247376311844078,-0.30902095612311725
-118.35,34.17,44.0,2572.0,613.0,1280.0,570.0,3.5583,-0.046014774494556765,0.017107309486780714,-0.2887198986058302
-121.21,37.81,18.0,2404.0,498.0,1531.0,506.0,2.995,-0.050420133111480865,0.0074875207986688855,-0.31193795891428105
-118.04,33.97,34.0,1759.0,431.0,1282.0,391.0,3.0491,-0.06710631040363843,0.019329164297896533,-0.2877838021009827
-122.22,37.36,34.0,1559.0,243.0,600.0,242.0,8.7382,-0.07839640795381655,0.021808851828094934,-0.3056782850597284
-121.02,37.6,33.0,1009.0,238.0,1027.0,246.0,2.5993,-0.11994053518334985,0.03270564915758176,-0.310692447529334
-118.58,34.2,21.0,2979.0,744.0,1824.0,692.0,3.5,-0.0398053037932192,0.007049345417925478,-0.28841288581548324
-118.26,34.14,23.0,1336.0,396.0,1255.0,359.0,2.5388,-0.08851796407185629,0.01721556886227545,-0.2886859462201928
-117.36,34.1,33.0,1904.0,343.0,1366.0,338.0,3.6227,-0.061638655462184874,0.017331932773109245,-0.2905589638718473
-121.66,36.89,15.0,2608.0,458.0,1531.0,457.0,5.5148,-0.046648773006134965,0.005751533742331288,-0.3032220943613349
-118.43,34.02,41.0,2403.0,516.0,1001.0,514.0,4.3906,-0.049284228048272996,0.01706200582605077,-0.28725829603985475
-122.19,37.46,34.0,5419.0,1183.0,2002.0,1138.0,4.1985,-0.02254844067171065,0.006274220335855324,-0.30657173254767167
-121.23,38.04,32.0,1829.0,262.0,677.0,243.0,6.1805,-0.06628212137780208,0.017495899398578457,-0.313783716901757
-122.02,38.26,8.0,2894.0,602.0,1566.0,572.0,3.6335,-0.04216309606081548,0.0027643400138217,-0.3135551548926405
-122.29,38.31,45.0,3075.0,754.0,1635.0,723.0,2.2721,-0.03976910569105691,0.014634146341463415,-0.31327173113091833
-117.24,33.19,19.0,1569.0,351.0,1035.0,352.0,2.9191,-0.0747227533460803,0.012109623964308477,-0.2830945069941999
-124.08,41.36,29.0,1029.0,239.0,509.0,196.0,2.0156,-0.12058309037900874,0.028182701652089408,-0.3333333333333333
-117.98,33.64,20.0,1851.0,495.0,792.0,363.0,3.8187,-0.06373851971907077,0.010804970286331712,-0.28513307340227156
-122.28,38.29,19.0,531.0,112.0,139.0,80.0,1.9875,-0.2302824858757062,0.035781544256120526,-0.3131337912986588
-117.01,32.66,11.0,9992.0,1368.0,4495.0,1316.0,6.9664,-0.011710368294635709,0.001100880704563651,-0.27912144261174254
-122.17,37.76,33.0,1280.0,307.0,999.0,286.0,2.5625,-0.0954453125,0.02578125,-0.30907751493820085
-118.25,33.92,44.0,1737.0,363.0,1184.0,343.0,2.5363,-0.06807714450201496,0.025331030512377662,-0.2868498942917548
-124.02,40.8,22.0,2588.0,435.0,1198.0,442.0,3.9792,-0.04792117465224111,0.008500772797527048,-0.3289791969037252
-117.26,33.21,26.0,1906.0,408.0,1325.0,427.0,3.0197,-0.061521511017838405,0.013641133263378805,-0.28321678321678323
-118.36,34.16,42.0,2304.0,442.0,862.0,429.0,4.3542,-0.05137152777777778,0.018229166666666668,-0.28861101723555255
-121.19,37.93,27.0,1621.0,363.0,909.0,345.0,2.1513,-0.07476249228871067,0.016656384947563233,-0.3129796187804274
-122.36,40.69,32.0,3611.0,772.0,2060.0,759.0,1.7427,-0.033885350318471334,0.008861811132650235,-0.33254331480876104
-118.96,34.18,16.0,3137.0,462.0,1384.0,436.0,6.1306,-0.037921581128466685,0.005100414408670704,-0.28732347007397446
-122.02,36.98,44.0,1153.0,238.0,657.0,219.0,3.2368,-0.10582827406764961,0.03816131830008673,-0.3030650712997869
-121.54,38.5,15.0,6093.0,1051.0,2415.0,997.0,4.2075,-0.019947480715575252,0.002461841457410143,-0.3167681421754155
