longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room
-118.39,33.79,30.0,4402.0,563.0,1582.0,551.0,10.898,-0.026894593366651523,0.0068150840527033164,-0.28541261930906325
-117.24,32.75,41.0,1989.0,514.0,1015.0,489.0,2.79,-0.058944193061840115,0.020613373554550025,-0.2793415216649608
-122.45,37.74,38.0,5688.0,930.0,2263.0,908.0,6.202999999999999,-0.021527777777777778,0.006680731364275668,-0.3082074316047366
-117.5,33.92,31.0,2529.0,513.0,1504.0,426.0,2.9821,-0.04646105179913009,0.012257809410834321,-0.2886808510638298
-122.45,37.73,52.0,2510.0,438.0,1153.0,407.0,5.1238,-0.04878486055776893,0.020717131474103586,-0.3081257656186198
-118.22,33.94,42.0,1046.0,287.0,1218.0,289.0,2.6538,-0.11302103250478011,0.040152963671128104,-0.2870918626289968
-118.35,33.89,29.0,2940.0,708.0,2175.0,684.0,3.6486,-0.040255102040816323,0.009863945578231292,-0.28635403464300807
-118.43,34.08,46.0,778.0,90.0,238.0,93.0,15.0001,-0.15222365038560412,0.05912596401028278,-0.28776492442793206
-122.45,37.78,45.0,2747.0,699.0,1320.0,693.0,3.1576,-0.04457590098289043,0.016381507098653075,-0.30853409554920375
-118.13,33.91,36.0,1967.0,316.0,910.0,306.0,4.4948,-0.060055922724961866,0.018301982714794104,-0.28705663252349106
-121.63,37.12,17.0,1830.0,398.0,1110.0,388.0,2.4821,-0.06646448087431693,0.009289617486338797,-0.30518786483597793
-118.3,34.05,34.0,1453.0,588.0,1987.0,589.0,2.096,-0.08141775636613902,0.02339986235375086,-0.28782755705832624
-118.28,34.01,50.0,2601.0,794.0,3080.0,770.0,1.8656,-0.04547481737793156,0.019223375624759707,-0.2875380453161988
-122.95,39.13,17.0,380.0,69.0,225.0,72.0,3.25,-0.32355263157894737,0.04473684210526316,-0.31825945506303377
-121.94,37.25,16.0,3942.0,749.0,1894.0,737.0,5.2894,-0.030933536276002028,0.004058853373921867,-0.3054781039855667
-122.28,37.9,52.0,2003.0,250.0,658.0,244.0,10.0825,-0.06104842735896156,0.025961058412381426,-0.3099443899247628
-122.41,37.8,52.0,3278.0,775.0,1279.0,709.0,5.4378,-0.037342892007321535,0.01586333129957291,-0.3087983007924189
-122.01,37.06,19.0,4113.0,767.0,2006.0,732.0,5.1121,-0.02966447848285923,0.0046194991490396305,-0.3037455946233915
-117.84,34.11,17.0,3499.0,621.0,1911.0,621.0,4.8894,-0.03367819376964847,0.004858531008859674,-0.28946028513238287
-117.38,34.12,17.0,5959.0,1208.0,4115.0,1088.0,2.4053,-0.019697935895284444,0.0028528276556469205,-0.29067984324416424
-118.27,34.1,51.0,3149.0,519.0,1082.0,510.0,6.4459,-0.03755795490631947,0.016195617656398858,-0.28832332797835464
-118.12,33.85,37.0,2386.0,409.0,1101.0,399.0,4.6908,-0.04950544844928751,0.01550712489522213,-0.2865729766339316
-120.75,37.37,32.0,1656.0,317.0,1037.0,286.0,2.4964,-0.07291666666666667,0.01932367149758454,-0.3094824016563147
-118.24,33.89,34.0,1479.0,332.0,1166.0,322.0,2.6165,-0.07994590939824205,0.022988505747126436,-0.2866204330175914
-116.22,33.73,38.0,1695.0,352.0,1279.0,305.0,2.1217,-0.06856637168141592,0.022418879056047197,-0.2902254345207365
-119.63,36.58,22.0,1794.0,435.0,1127.0,359.0,1.2647,-0.06668338907469341,0.012263099219620958,-0.30577614310791607
-118.04,33.99,47.0,2530.0,565.0,1262.0,509.0,3.6475,-0.04665612648221344,0.01857707509881423,-0.2879532361911217
-118.36,33.84,35.0,1577.0,279.0,743.0,274.0,5.7654,-0.07505389980976537,0.02219403931515536,-0.28590740114903684
-118.43,34.29,50.0,1181.0,265.0,1196.0,269.0,3.2095,-0.10027942421676546,0.04233700254022015,-0.2895381237862028
-123.2,39.15,27.0,990.0,238.0,592.0,225.0,2.0074,-0.12444444444444444,0.02727272727272727,-0.317775974025974
-121.96,37.1,20.0,922.0,155.0,361.0,135.0,6.3617,-0.13227765726681126,0.021691973969631236,-0.304198097736963
-120.97,37.73,19.0,3725.0,543.0,1412.0,463.0,5.7476,-0.0324751677852349,0.005100671140939597,-0.31189551128378934
-117.9,33.61,41.0,1521.0,328.0,527.0,275.0,4.0764,-0.07751479289940828,0.02695595003287311,-0.2850720949957591
-122.1,38.24,13.0,7367.0,1042.0,3193.0,983.0,5.3102,-0.016573910682774536,0.0017646260350210397,-0.3131859131859132
-118.48,34.26,36.0,1770.0,296.0,938.0,304.0,5.749,-0.06693785310734464,0.020338983050847456,-0.2891627278865631
-117.06,33.01,24.0,2618.0,485.0,726.0,443.0,3.5192,-0.044713521772345305,0.009167303284950344,-0.2819921407825047
-121.06,40.23,23.0,1127.0,225.0,215.0,85.0,3.4844,-0.10741792369121562,0.02040816326530612,-0.33231455476623156
-122.48,37.74,52.0,2166.0,423.0,1072.0,370.0,4.131,-0.0565466297322253,0.024007386888273315,-0.30813193990855653
-119.71,36.8,17.0,2056.0,366.0,1259.0,367.0,3.9338,-0.05822470817120622,0.008268482490272374,-0.30740957313507644
-116.39,33.82,15.0,11115.0,2257.0,4122.0,1653.0,2.7219,-0.010471434997750786,0.001349527665317139,-0.2905747916487671
-118.3,34.0,52.0,1718.0,354.0,1026.0,312.0,2.0,-0.06885913853317811,0.030267753201396973,-0.2874049027895182
-122.99,39.02,14.0,1582.0,301.0,851.0,273.0,3.45,-0.0777433628318584,0.008849557522123894,-0.3172615659809741
-124.17,40.8,52.0,1606.0,419.0,891.0,367.0,1.585,-0.07731631382316313,0.0323785803237858,-0.32858178303938146
-118.02,33.95,35.0,2085.0,400.0,1112.0,391.0,3.4886,-0.05660431654676259,0.016786570743405275,-0.2876631079478055
-122.4,37.76,52.0,1529.0,385.0,1347.0,348.0,2.9312,-0.08005232177894049,0.034009156311314584,-0.30849673202614375
-122.02,37.94,19.0,3192.0,612.0,1317.0,594.0,4.125,-0.03822681704260651,0.005952380952380952,-0.3109326339944271
-118.08,33.9,42.0,1768.0,372.0,1155.0,368.0,3.5580000000000003,-0.06678733031674208,0.023755656108597284,-0.28709349593495936
-121.38,38.69,35.0,2943.0,554.0,1460.0,510.0,2.6713,-0.041243628950050966,0.011892626571525655,-0.3187510298236942
-118.37,34.21,36.0,2080.0,455.0,1939.0,484.0,4.2875,-0.056908653846153845,0.01730769230769231,-0.289009039452564
-116.05,34.12,19.0,301.0,65.0,150.0,56.0,3.125,-0.38554817275747505,0.06312292358803986,-0.2940112020680741
-121.98,37.31,32.0,2248.0,460.0,1191.0,419.0,5.606,-0.05426156583629894,0.014234875444839857,-0.3058698147237252
-118.35,33.85,35.0,1248.0,206.0,551.0,185.0,5.6426,-0.09483173076923077,0.028044871794871796,-0.2860160540768906
-118.26,33.97,44.0,1246.0,308.0,1031.0,295.0,1.9556,-0.09491171749598716,0.03531300160513644,-0.2872484356502621
-117.89,34.09,35.0,1205.0,330.0,583.0,319.0,2.3971,-0.09783402489626557,0.029045643153526972,-0.28916786835185343
-116.88,34.08,52.0,3419.0,777.0,710.0,265.0,3.9028,-0.03418543433752559,0.015209125475285171,-0.2915811088295688
-117.85,33.81,32.0,1766.0,322.0,876.0,330.0,4.0417,-0.06673272933182332,0.01812004530011325,-0.28689011455239716
-120.9,37.64,26.0,1762.0,418.0,855.0,308.0,1.6767,-0.06861520998864927,0.014755959137343927,-0.31133167907361453
-118.33,33.88,36.0,1271.0,346.0,811.0,345.0,3.2417,-0.09309992132179386,0.02832415420928403,-0.28631792444857607
-119.72,36.32,40.0,1185.0,221.0,676.0,256.0,2.2721,-0.1010295358649789,0.03375527426160337,-0.303374540594721
-120.95,37.59,43.0,1561.0,354.0,862.0,332.0,1.8466,-0.07748238308776426,0.02754644458680333,-0.3107895824720959
-118.98,35.4,36.0,1864.0,331.0,1052.0,325.0,3.4205,-0.0638304721030043,0.019313304721030045,-0.2975289964699949
-121.29,37.96,52.0,888.0,324.0,630.0,258.0,1.2411,-0.13658783783783784,0.05855855855855856,-0.3129689174705252
-122.41,37.8,52.0,1999.0,642.0,1846.0,620.0,1.9145,-0.06123561780890445,0.026013006503251626,-0.3087983007924189
-121.68,39.15,14.0,2774.0,451.0,1292.0,428.0,4.3833,-0.04386445565969719,0.005046863734679163,-0.32174556213017746
-122.09,37.64,36.0,1885.0,307.0,853.0,271.0,4.1141,-0.06476923076923077,0.01909814323607427,-0.30829715783438444
-117.91,34.08,35.0,1443.0,266.0,861.0,262.0,3.5795,-0.08171171171171171,0.024255024255024255,-0.28903400898990755
-121.94,37.75,16.0,5121.0,735.0,2464.0,761.0,6.6204,-0.023811755516500683,0.003124389767623511,-0.30957848122027226
-118.13,33.84,46.0,2439.0,429.0,944.0,374.0,4.2841,-0.04843378433784338,0.01886018860188602,-0.28646406501312116
-122.0,38.36,34.0,2735.0,539.0,1390.0,491.0,2.7262,-0.04460694698354662,0.01243144424131627,-0.3144262295081967
-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456,-0.05567262464722483,0.016462841015992474,-0.28607637715444406
-122.64,41.73,36.0,3319.0,664.0,1492.0,631.0,1.8694,-0.03695088882193432,0.01084664055438385,-0.3402641878669276
-120.95,37.59,29.0,1727.0,439.0,1063.0,386.0,1.8929,-0.07003474232773596,0.01679212507237985,-0.3107895824720959
-117.14,32.92,15.0,3242.0,595.0,1936.0,593.0,4.9706,-0.036132017273288096,0.0046267735965453425,-0.281031244664504
-116.52,33.81,12.0,12396.0,2552.0,2548.0,1265.0,3.4394,-0.009399806389157793,0.000968054211035818,-0.2901647785787848
-118.21,34.1,40.0,1684.0,316.0,795.0,330.0,5.2723,-0.0701959619952494,0.023752969121140142,-0.28846967261652995
-117.46,34.14,10.0,714.0,131.0,381.0,119.0,0.8926,-0.1645098039215686,0.014005602240896359,-0.29065213689766733
-121.9,37.45,16.0,2952.0,446.0,1525.0,460.0,5.6063,-0.041294037940379405,0.005420054200542005,-0.30721903199343725
-117.77,33.72,9.0,2153.0,316.0,954.0,324.0,7.8139,-0.054700418021365535,0.0041802136553646075,-0.2863207947694659
-122.35,37.98,34.0,3756.0,726.0,2237.0,686.0,3.7562,-0.03257454739084132,0.009052183173588925,-0.31042092357989376
-118.41,34.07,52.0,1202.0,142.0,408.0,138.0,15.0001,-0.0985108153078203,0.04326123128119801,-0.2877290769360696
-122.53,37.97,52.0,1560.0,451.0,700.0,419.0,2.5125,-0.0785448717948718,0.03333333333333333,-0.3098832938872113
-121.25,39.17,9.0,999.0,189.0,411.0,176.0,2.125,-0.12137137137137137,0.009009009009009009,-0.3230515463917526
-118.24,33.92,44.0,1079.0,210.0,601.0,182.0,2.2411,-0.10958294717330862,0.04077849860982391,-0.28687415426251694
-117.07,32.71,26.0,4151.0,823.0,2822.0,697.0,2.8372,-0.02820284268850879,0.006263550951577933,-0.27940548389852227
-121.63,39.12,34.0,1991.0,348.0,804.0,344.0,3.4492,-0.06108990457056755,0.017076845806127575,-0.3216311765189509
-118.31,34.0,47.0,1551.0,362.0,1329.0,322.0,1.9792,-0.07627981947130884,0.030303030303030304,-0.2873806102611783
-118.16,33.86,26.0,6607.0,1663.0,4066.0,1558.0,2.5068,-0.017884062358105038,0.0039352202209777505,-0.286560595802302
-121.87,37.34,52.0,1170.0,215.0,604.0,207.0,2.6667,-0.10416239316239316,0.044444444444444446,-0.3063920571100353
-117.82,33.88,18.0,1982.0,300.0,1027.0,324.0,7.0526,-0.05944500504540867,0.009081735620585268,-0.2875572907825497
-117.86,33.87,19.0,1591.0,279.0,891.0,237.0,5.6573,-0.07407919547454431,0.011942174732872407,-0.28737485151875103
-117.23,33.23,13.0,2899.0,657.0,1946.0,579.0,2.9875,-0.040438082097274924,0.004484304932735426,-0.2834598652222127
-118.01,33.84,28.0,4097.0,838.0,2112.0,803.0,4.5,-0.02880400292897242,0.006834268977300464,-0.2867553597152784
-118.36,33.8,34.0,2629.0,369.0,966.0,375.0,10.1241,-0.04502092050209205,0.012932674020540129,-0.28556944913822235
-117.68,33.59,8.0,2327.0,263.0,899.0,236.0,14.9009,-0.05057155135367426,0.0034379028792436614,-0.28543507817811015
-122.47,37.74,52.0,3797.0,668.0,1633.0,658.0,5.6787,-0.03225441137740321,0.013695022386094284,-0.30815709969788524
-118.43,34.01,41.0,1527.0,279.0,746.0,285.0,6.4232,-0.07755730189914867,0.026850032743942372,-0.2871738579751752
-122.71,38.5,15.0,5645.0,830.0,2324.0,769.0,6.6104,-0.021737821080602304,0.002657218777679362,-0.31374786081003997
-117.98,33.79,35.0,2356.0,478.0,1659.0,480.0,4.1115,-0.05007640067911715,0.014855687606112054,-0.2864044753348025
-118.33,34.01,43.0,2227.0,564.0,956.0,472.0,2.0217,-0.05313426133812303,0.019308486753480018,-0.28741654694498436
-118.31,33.98,52.0,1837.0,426.0,1062.0,343.0,2.0,-0.06440391943385955,0.028307022318998367,-0.2872115628433775
-117.32,33.23,24.0,2580.0,604.0,982.0,569.0,1.6402,-0.04547286821705426,0.009302325581395349,-0.2832424139106717
-122.3,37.88,45.0,453.0,146.0,749.0,137.0,1.475,-0.2699779249448124,0.09933774834437085,-0.30973017170891254
-118.2,34.11,37.0,2040.0,611.0,1698.0,545.0,1.9355,-0.05794117647058824,0.018137254901960786,-0.28857868020304567
-118.38,33.84,25.0,5775.0,1149.0,2637.0,1117.0,5.4968,-0.020498701298701297,0.004329004329004329,-0.28585909782057783
-117.36,33.18,39.0,1546.0,291.0,833.0,308.0,2.8893,-0.07591203104786545,0.025226390685640362,-0.282719836400818
-121.46,38.63,26.0,3185.0,658.0,2444.0,626.0,1.56,-0.038135007849293565,0.00816326530612245,-0.31804709369339706
-118.36,34.1,52.0,1096.0,247.0,423.0,230.0,3.0179,-0.107992700729927,0.04744525547445255,-0.2881040892193309
-117.92,33.92,19.0,2181.0,400.0,1272.0,337.0,5.1952,-0.05406694176983035,0.00871160018340211,-0.2876526458616011
-120.84,37.51,20.0,1901.0,313.0,1258.0,320.0,3.8958,-0.0635665439242504,0.010520778537611783,-0.31041046011254547
-117.04,32.83,8.0,2205.0,348.0,777.0,341.0,6.0266,-0.05307936507936508,0.0036281179138321997,-0.2805023923444976
-118.13,34.11,52.0,2568.0,345.0,1102.0,345.0,9.1373,-0.04600077881619938,0.020249221183800622,-0.28874968255311945
-117.87,33.83,27.0,2287.0,435.0,1140.0,351.0,5.6163,-0.0515391342369917,0.011805859204197638,-0.2870111139390854
-118.38,33.87,23.0,2387.0,418.0,1008.0,415.0,5.8518,-0.049593632174277334,0.009635525764558023,-0.28611251900658896
-118.14,33.84,43.0,2107.0,439.0,876.0,429.0,3.2024,-0.05607024205030849,0.02040816326530612,-0.2864398171660742
-118.11,34.05,23.0,3436.0,565.0,1729.0,529.0,5.9941,-0.03437427240977881,0.00669383003492433,-0.28829057658115315
-118.07,33.98,32.0,3304.0,714.0,2032.0,690.0,3.2093,-0.03573547215496368,0.009685230024213076,-0.2877953756246294
-120.08,39.61,32.0,1404.0,247.0,544.0,201.0,2.7778,-0.08552706552706553,0.022792022792022793,-0.32986342438374416
-118.32,33.94,37.0,2740.0,504.0,1468.0,479.0,4.5368,-0.04318248175182481,0.013503649635036497,-0.28684922244759975
-122.03,37.39,34.0,2600.0,650.0,1994.0,650.0,4.0223,-0.04693461538461539,0.013076923076923076,-0.30640006555764976
-122.08,37.63,37.0,1793.0,364.0,1534.0,346.0,3.6458,-0.06808700501952035,0.02063580591187953,-0.30824049803407605
-118.27,34.05,47.0,661.0,359.0,1406.0,307.0,1.3169,-0.17892586989409984,0.07110438729198185,-0.2879005665003805
-121.33,38.68,13.0,5826.0,1411.0,2244.0,1219.0,1.9093,-0.020825609337452797,0.0022313765877102643,-0.3187999670320613
-117.96,34.71,32.0,3511.0,646.0,1733.0,510.0,3.46,-0.03359726573625747,0.009114212475078326,-0.29425228891149546
-118.18,34.13,52.0,2228.0,475.0,1311.0,452.0,3.5341,-0.05304308797127469,0.02333931777378815,-0.2887967507192418
-119.84,36.79,21.0,3235.0,648.0,1820.0,614.0,3.3447,-0.03704482225656878,0.006491499227202473,-0.30699265687583444
-118.05,33.94,34.0,495.0,120.0,527.0,130.0,1.9453,-0.23848484848484847,0.06868686868686869,-0.28750529436679373
-117.2,32.78,38.0,2662.0,498.0,1132.0,496.0,4.0057,-0.044027047332832456,0.014274981217129978,-0.27969283276450513
-120.71,38.85,8.0,1877.0,479.0,884.0,323.0,3.4688,-0.06431006925945658,0.004262120404901438,-0.3218457460028167
-116.89,33.92,10.0,2653.0,621.0,1967.0,598.0,2.6643,-0.04405955522050509,0.003769317753486619,-0.2901873556335016
-118.15,34.17,36.0,930.0,280.0,1024.0,300.0,1.0846,-0.12704301075268817,0.03870967741935484,-0.2892086330935252
-118.43,34.18,33.0,2717.0,662.0,1546.0,597.0,3.9099,-0.04358851674641149,0.012145748987854251,-0.28860930507472765
-116.97,33.78,24.0,2680.0,606.0,1728.0,527.0,2.535,-0.0436455223880597,0.008955223880597015,-0.2887919979481919
-118.36,33.93,40.0,1625.0,500.0,2036.0,476.0,2.6298,-0.07283692307692308,0.024615384615384615,-0.2866677931733694
-118.2,34.13,52.0,2035.0,459.0,2589.0,438.0,3.5349,-0.05808353808353808,0.025552825552825554,-0.28874788494077835
-118.28,34.02,46.0,1098.0,426.0,1510.0,374.0,2.1382,-0.10772313296903462,0.04189435336976321,-0.2876225904633074
-117.55,33.93,25.0,5187.0,934.0,2725.0,860.0,4.1865,-0.02266242529400424,0.004819741661846925,-0.2886431305827308
-121.9,36.97,21.0,3707.0,751.0,1420.0,608.0,4.4485,-0.03288373347720529,0.00566495818721338,-0.3032813781788351
-121.03,37.68,20.0,3204.0,625.0,2016.0,605.0,2.6567,-0.03777465667915106,0.006242197253433208,-0.3113277699743865
-118.23,34.05,52.0,346.0,270.0,346.0,251.0,2.5313,-0.34170520231213874,0.15028901734104047,-0.2879979700583608
-117.2,32.86,4.0,4308.0,1095.0,1923.0,932.0,3.9356,-0.027205199628597958,0.0009285051067780873,-0.2803754266211604
-122.01,37.36,16.0,1105.0,354.0,499.0,324.0,4.2061,-0.11041628959276019,0.014479638009049774,-0.30620440947463323
-117.89,33.71,16.0,1591.0,225.0,926.0,239.0,6.2452,-0.074098051539912,0.01005656819610308,-0.28594452455679026
-117.69,33.66,5.0,4246.0,689.0,1933.0,722.0,6.9501,-0.02771785209609044,0.0011775788977861517,-0.2860056079530971
-118.27,34.15,7.0,2837.0,776.0,2287.0,736.0,3.008,-0.041688403242862174,0.0024673951357067326,-0.28874608945632874
-118.02,33.96,36.0,2002.0,361.0,913.0,311.0,4.5446,-0.05895104895104895,0.017982017982017984,-0.28774783934926285
-121.82,37.73,47.0,127.0,23.0,51.0,21.0,4.3472,-0.9592125984251968,0.3700787401574803,-0.30971925792152355
-118.35,33.8,19.0,6224.0,1105.0,3152.0,1076.0,5.9541,-0.019015102827763496,0.0030526992287917736,-0.28559357836924376
-119.01,35.36,38.0,1838.0,388.0,1203.0,373.0,1.6797,-0.06474972796517954,0.020674646354733407,-0.2971178892530039
-121.88,37.26,25.0,3025.0,689.0,1755.0,661.0,3.8893,-0.04029090909090909,0.008264462809917356,-0.3057105349524122
-118.23,34.09,41.0,438.0,201.0,690.0,161.0,2.0476,-0.26993150684931505,0.09360730593607305,-0.2883362936648905
-118.34,33.99,34.0,397.0,132.0,250.0,121.0,1.675,-0.2980856423173804,0.08564231738035265,-0.28722325502788576
-122.48,37.75,48.0,2555.0,548.0,1285.0,482.0,3.7734,-0.04793737769080235,0.0187866927592955,-0.3082135858915741
-117.89,33.76,34.0,1050.0,210.0,723.0,201.0,4.8,-0.11227619047619047,0.03238095238095238,-0.2863686487403512
-120.7,35.55,10.0,3979.0,761.0,1834.0,671.0,3.5,-0.03033425483789897,0.0025131942699170647,-0.2945318972659486
-117.28,32.77,38.0,1267.0,340.0,442.0,250.0,4.3403,-0.09256511444356748,0.02999210734017364,-0.2794167803547067
-118.25,33.92,44.0,1137.0,235.0,747.0,225.0,2.0,-0.10400175901495162,0.03869832893579595,-0.2868498942917548
-118.88,35.34,20.0,1351.0,255.0,762.0,253.0,2.1111,-0.0879940784603997,0.014803849000740192,-0.2972745625841185
-122.3,37.55,35.0,3675.0,735.0,1930.0,715.0,3.9833,-0.03327891156462585,0.009523809523809525,-0.3070318887980376
-122.01,37.25,31.0,1574.0,193.0,551.0,191.0,10.2311,-0.0775158831003812,0.019695044472681066,-0.3053028440291779
-121.82,37.37,42.0,2913.0,577.0,1873.0,580.0,3.7214,-0.04181943014074837,0.014418125643666324,-0.3067640781480873
